kepid,kepoi_name,status,koi_period,koi_time0bk,koi_duration,label
3218908,K01108.02,ok,1.475323222,131.83272,2.3155,1
5343976,K06565.01,ok,4.331392455,134.7274476,3.7278,0
6300348,K00212.01,ok,5.69590202,139.231637,3.5661,1
9071386,K00023.01,ok,4.693305543,136.8627229,5.17249,0
8628761,K04580.01,ok,6.30432354,137.29688,2.508,1
6191945,K06024.01,ok,6.8072842,135.5474,1.9477,0
1575873,K04359.01,ok,0.629001455,131.55662,1.263,0
7888957,K08147.01,ok,363.346158,175.9438,4.911,0
4659255,K03580.01,ok,198.01379181,234.151682,9.72673,0
9787239,K00952.03,ok,22.78078241,155.20408,3.3002,1
4076061,K06384.01,ok,566.28176,440.2605,20.39,1
3547760,K04535.02,ok,5.78901936,136.9845,3.102,1
4742452,K07704.01,ok,5.4398033,135.1594,3.256,1
4847843,K03505.01,ok,30.9604688,156.1377,14.992,0
3097346,K00264.01,ok,4.029810359,170.69131,3.3316,0
10727668,K06081.01,ok,2.305903447,131.7928588,3.3828,0
9593528,K03939.01,ok,1.88665445,132.3531,1.343,0
4656049,K00629.01,ok,40.6992062,172.57123,7.074,1
6365321,K01123.01,ok,0.848483947,133.585301,1.4451,0
4852528,K00500.05,ok,0.986785834,133.171292,1.1879,1
6421188,K06702.01,ok,16.434352831,136.2884989,5.15682,0
10419312,K02412.01,ok,2.493237866,132.63633,2.644,0
5817533,K04293.01,ok,4.206109,132.2382,5.16,0
8630840,K08161.01,ok,370.38642,263.3823,23.94,0
9583881,K00467.01,ok,18.00932214,182.441015,4.9611,1
3440118,K03876.01,ok,19.57783279,131.71421,1.9857,1
3745690,K00442.01,ok,13.54057461,171.67762,4.4673,1
3124598,K04187.01,ok,7.07162308,136.46253,2.587,0
7906739,K02165.01,ok,7.01476115,136.88345,3.945,0
5309353,K00643.01,ok,1.376384817,169.72919,1.745,0
9044228,K01988.01,ok,0.934885365,131.580676,1.4083,1
11709006,K08061.01,ok,0.719741,131.898,2.628,0
12115188,K02396.01,ok,0.495434094,133.458716,1.2496,0
8836888,K02508.01,ok,7.10397925,136.33096,1.5398,1
7798259,K06917.01,ok,1.734221252,132.833439,2.4577,0
2452440,K03687.01,ok,8.097050622,138.423529,5.6736,0
2708420,K04003.01,ok,1.89129881,132.6639,5.294,0
6045250,K03948.01,ok,0.909310626,131.725419,3.4411,0
9269281,K01398.01,ok,5.82348911,354.99602,2.2441,1
9941066,K01584.01,ok,5.87063416,137.24813,2.5736,1
6695622,K06756.01,ok,14.5567427,135.6994,1.421,0
7868967,K06925.01,ok,12.9489256,142.445,2.162,1
7626370,K01706.01,ok,1.921437488,131.806204,1.9046,1
4851217,K06460.01,ok,2.470283788,133.251861,7.8391,0
4861736,K00634.01,ok,6.277827312,172.5786,8.6841,0
7375348,K00266.01,ok,25.30893566,171.50611,5.7704,1
6019971,K06646.01,ok,7.1356633,135.09646,1.789,1
8030339,K03954.01,ok,0.65244373,132.05504,1.471,0
10717241,K00430.02,ok,9.340538,135.12248,2.57,1
3544689,K01183.01,ok,1.922861499,134.658644,3.5734,0
10464199,K07330.01,ok,198.11309,175.3243,15.59,1
9291039,K03230.02,ok,3.796383639,135.2015074,8.6711,0
8950568,K02038.04,ok,25.2149143,152.6912,5.76,1
4840513,K01541.01,ok,2.379282197,133.651365,3.1729,0
7117126,K07814.01,ok,0.566717263,131.9699708,2.6079,0
5097454,K04244.01,ok,1.288066288,133.273187,6.4616,0
7886329,K06930.01,ok,0.567493852,131.9916219,1.35349,0
6934045,K05336.01,ok,265.741374,167.0573,18.078,1
6146838,K06668.01,ok,27.467217305,143.6727101,4.17961,0
9070666,K03008.01,ok,2.99792926,131.76579,4.398,1
9244508,K02830.01,ok,40.5289885,168.01669,10.604,1
9967884,K00425.01,ok,5.428344915,169.753676,1.8931,0
10120548,K04451.01,ok,8.8303681,134.80059,3.426,1
7362852,K06036.01,ok,3.518356021,131.8005089,6.90375,0
6442602,K07778.01,ok,0.56678228,131.8571,4.725,0
6467363,K02840.01,ok,3.67936863,134.99021,3.47,1
10615440,K04765.01,ok,10.8118317,137.13426,2.627,1
2306740,K06265.01,ok,10.306982793,143.7331641,11.4277,0
5738496,K00556.01,ok,9.50150926,175.67002,6.852,0
6311891,K04627.01,ok,7.51731745,137.59704,2.484,1
8556077,K02027.01,ok,3.635723653,134.6084,2.1862,0
9491832,K04226.01,ok,49.564693,170.6973,8.54,1
10259029,K03630.01,ok,7.061149921,134.558528,3.33515,0
6105462,K02098.02,ok,89.7224125,163.15815,10.963,1
4678873,K05075.01,ok,1.878877205,133.074035,5.8768,0
4840818,K06458.01,ok,5.024768971,133.120142,3.82433,0
9110610,K04839.01,ok,21.8420304,150.82731,3.843,1
9959093,K07264.01,ok,19.1644498,141.3045,3.553,1
9704384,K01913.01,ok,5.50860699,132.2983,3.0788,1
9512981,K01466.01,ok,281.5628889,357.996571,8.853,1
9402670,K05667.01,ok,0.536551592,132.02205,4.89,0
9109857,K02833.01,ok,1.791877025,132.8762,1.166,1
8494542,K02204.01,ok,10.86062378,136.65957,2.2874,1
11187436,K01804.01,ok,5.90741476,133.93511,1.016,1
12121570,K02290.01,ok,91.500873,165.67309,4.842,1
9897364,K04189.01,ok,64.2729088,186.7353,12.136,1
6675060,K03611.01,ok,10.443341795,133.62903,3.94077,0
10002049,K07270.01,ok,19.2532128,144.8407,1.674,1
4649305,K00143.01,ok,22.65117451,140.337593,3.6895,0
2860114,K02170.01,ok,0.941603153,132.976171,1.1886,0
5213902,K01941.01,ok,1.194812329,132.18329,1.3777,0
8618147,K08160.01,ok,345.128277,218.662,15.925,0
5177859,K04246.01,ok,6.98472143,135.99731,2.724,1
10340212,K08003.01,ok,0.93374894,131.526,4.637,0
6599919,K00858.01,ok,13.61014819,173.987319,2.594,1
4544572,K03950.01,ok,2.189092892,132.082757,5.1128,0
7673841,K02585.02,ok,10.42317343,135.15208,2.341,1
7367164,K07835.01,ok,3.76565247,132.52476,1.557,1
11455484,K03673.01,ok,6.142812722,135.16085,6.0751,0
12644769,K01611.01,ok,41.077590334,173.7358974,6.20583,0
10858803,K04130.01,ok,0.952374508,132.33436,3.006,0
5738634,K03951.01,ok,2.40435335,133.22999,4.07,0
4459068,K06114.01,ok,24.955998503,149.094437,2.76331,0
10205598,K08198.01,ok,373.89398,261.4968,27.66,0
8939211,K05586.01,ok,27.0779813,135.6789,138.54,0
5564082,K06600.01,ok,2.70581614,132.53726,6.56,1
5092266,K03045.01,ok,44.8702042,141.11446,4.199,1
5940165,K02031.01,ok,9.30413878,140.33868,1.9254,1
3663141,K07663.01,ok,2.31894284,132.9696,5.321,0
10554999,K00534.02,ok,2.735900074,171.0964,1.9359,1
4947556,K03936.02,ok,13.0267964,139.14777,0.785,1
4544623,K06423.01,ok,2.189097,132.0841,5.768,0
5211470,K06541.01,ok,2.404293523,132.755943,4.4649,0
11017901,K01800.01,ok,7.794302043,137.260385,1.1081,1
7434875,K00884.03,ok,3.336123113,135.31623,1.9616,1
12061238,K01502.01,ok,1.876406096,133.12761,1.531,0
5802246,K01044.01,ok,0.525154153,133.744359,2.1441,0
10074700,K05760.01,ok,365.620697,238.984,32.263,0
9307966,K04910.01,ok,3.37487541,132.48977,3.085,0
5638699,K08256.01,ok,343.56446,203.9865,18.94,0
5513012,K02668.01,ok,0.679336747,132.856178,1.2188,1
2997459,K04389.01,ok,16.3368863,132.20816,3.597,1
6606653,K01224.01,ok,2.698021895,136.32786,23.192,0
7670485,K06900.01,ok,8.467706136,139.412302,4.05376,0
8409588,K00690.01,ok,1.360834768,169.709729,1.4886,0
7386391,K07837.01,ok,48.507991,148.3182,8.984,0
6066403,K01045.01,ok,1.303861044,134.212059,4.0541,0
12365184,K01474.01,ok,69.72646639,196.093243,3.7177,1
6364215,K02404.01,ok,2.10081629,132.26789,2.8182,1
8559863,K07058.01,ok,22.470494368,143.284831,7.39097,0
3561464,K03398.02,ok,35.8007112,144.92169,8.219,1
7369523,K06870.01,ok,2.659418888,133.3208183,6.98414,0
4579313,K03884.01,ok,2.112405306,132.97515,2.5845,0
11350634,K08050.01,ok,278.38935,299.537,10.43,1
11547505,K01655.01,ok,0.938466959,135.600698,1.3015,1
3236705,K03343.01,ok,83.2664103,194.23925,2.813,1
8611257,K02931.01,ok,99.2532336,148.53067,7.208,1
9161118,K03898.01,ok,1.306723495,132.53576,6.606,0
6607447,K01242.01,ok,99.6442783,283.236289,5.1772,1
8126558,K02259.01,ok,12.19140405,136.33677,1.8832,1
10597164,K07347.01,ok,4.5638537,133.2096,13.05,0
7685981,K00893.01,ok,4.40841331,172.18582,5.012,1
2574543,K04947.01,ok,6.70258007,134.37408,4.632,0
8766222,K01260.01,ok,5.2972293,177.95111,3.799,0
5706595,K02183.02,ok,4.57948235,135.09685,3.106,1
5888187,K07749.01,ok,133.6348207,236.35163,1.584,1
4455231,K01332.03,ok,56.637918,135.51975,6.172,1
4476123,K00814.01,ok,22.36646466,175.45862,5.228,1
4480676,K01321.01,ok,0.711966971,134.223486,2.0221,0
8094221,K06962.01,ok,10.8632531,141.6569,37.68,0
10158729,K02097.01,ok,58.601926,137.66825,5.522,1
11702948,K01465.01,ok,9.771462706,135.584899,1.767,1
8326342,K02680.01,ok,14.4079035,142.02803,2.524,1
7902003,K03236.01,ok,7.13044117,135.594,2.566,1
7135852,K00875.01,ok,4.220965778,170.622433,3.0854,1
10933561,K00291.02,ok,8.12999858,134.10067,2.1492,1
7100673,K04032.03,ok,5.99273265,131.75079,2.6502,1
3745559,K03423.01,ok,30.2541186,136.63873,2.134,1
7871954,K01515.01,ok,1.937029968,134.72107,1.4727,1
10148521,K01084.01,ok,1.204274435,134.05838,1.3362,0
12302391,K07519.01,ok,25.321698729,139.687525,4.45367,0
8746295,K02475.01,ok,6.85567248,136.01953,2.268,0
9412462,K07171.01,ok,10.186578749,132.5289587,10.6304,0
4484312,K06419.01,ok,2.24294107,133.47862,2.532,0
11601584,K01831.04,ok,13.97945055,142.33829,1.2325,1
8168581,K06054.01,ok,2.881338104,132.909319,3.5943,0
4914709,K06470.01,ok,8.65303996,136.66798,1.091,0
11858979,K04062.01,ok,3.05933906,131.7541,1.7332,0
12306058,K02541.01,ok,7.41683033,137.96389,7.274,1
4645174,K03437.01,ok,15.0330623,131.89493,6.326,1
7121885,K03467.01,ok,33.93754213,147.182401,11.1677,0
4763020,K08097.01,ok,384.09781,418.6723,12.55,0
9851943,K04001.01,ok,1.081935491,131.52874,5.136,0
4390912,K07695.01,ok,0.687506554,131.85964,1.441,0
4569942,K08248.01,ok,267.911652,160.2278,4.124,0
9967009,K03462.01,ok,12.4326997,142.1049,7.81,1
6444896,K03138.01,ok,8.68910764,133.23559,1.1627,1
5388229,K06574.01,ok,0.61810542,131.74488,6.666,0
7385387,K06874.01,ok,1.65546056,133.13661,3.52,0
5271803,K06549.01,ok,0.5402463,131.5521,13.93,0
9419020,K04808.01,ok,2.40174996,131.7811,1.413,1
5391407,K08254.01,ok,0.638697833,131.7556646,5.1609,0
6803855,K01695.01,ok,71.4523167,148.80814,6.276,1
10676923,K01297.01,ok,1.031096352,133.93938,2.781,0
10881457,K03484.01,ok,84.704139,152.1832,10.393,1
7670617,K06901.01,ok,24.70361995,136.13429,6.9719,0
11337372,K01650.02,ok,100.8276725,216.38757,8.39,1
7133286,K07581.01,ok,38.51077573,155.594831,38.8558,0
6805414,K05329.01,ok,200.2350497,305.44985,23.612,1
7025540,K03550.01,ok,2.148219541,132.76673,2.94091,0
7812175,K03665.01,ok,17.79391159,134.035628,4.3194,0
4472818,K03878.01,ok,70.9672087,182.66991,6.9623,1
2708885,K02907.01,ok,1.146934644,132.2666,1.7247,0
11560431,K07457.01,ok,0.527673075,131.8234533,1.3693,0
8162789,K00521.01,ok,10.161023528,172.000736,3.1627,1
6278762,K03158.04,ok,7.74347801,135.09417,2.7878,1
2832589,K01942.02,ok,2.433703498,133.83759,0.975,1
9031209,K03316.01,ok,47.0568476,161.05864,5.2232,1
10342248,K04315.01,ok,0.93373458,131.53478,4.364,0
5298620,K06558.01,ok,12.4239677,141.676,16.01,0
10485179,K01167.01,ok,0.445275074,133.971372,2.276,0
10656508,K00211.01,ok,124.03589939,136.015098,4.8472,1
7430876,K03193.01,ok,32.6122381,144.55067,2.886,0
8749844,K07909.01,ok,361.51099,249.7333,4.868,0
6131130,K03307.01,ok,10.5071781,139.66432,2.68,1
8352537,K00420.01,ok,6.010383339,174.084883,2.1939,1
3869014,K01205.01,ok,8.63847391,139.94684,5.4566,1
11046458,K00214.01,ok,3.311864148,131.7427761,1.4049,1
11506235,K07454.01,ok,20.413052415,140.0167643,4.4621,0
9887224,K02464.01,ok,0.874629873,132.25706,1.782,0
8223655,K05488.01,ok,280.1604956,286.93817,2.8637,0
6974658,K02925.01,ok,0.716531851,131.7213,0.655,1
5879448,K07745.01,ok,533.47707,245.3651,23.71,0
6057684,K03972.01,ok,0.54028956,131.85133,3.619,0
8396405,K01733.01,ok,19.18109525,141.37097,2.424,1
6196457,K00285.01,ok,13.74883059,179.279158,6.0968,1
9097120,K00927.01,ok,23.899634407,188.982797,3.81881,0
10122255,K01086.01,ok,27.6652847,144.8714,6.633,1
6211812,K02638.01,ok,2.524017517,133.85946,1.1968,1
3559935,K00492.01,ok,29.9111886,194.71129,6.6436,1
2711114,K06290.01,ok,1.429439352,132.74659,2.424,0
8784288,K07091.01,ok,1.827558898,132.26554,4.72808,0
6043574,K08114.01,ok,381.782641,241.1226,4.52,0
4570555,K05072.01,ok,4.750256809,134.63889,1.9278,0
2161623,K06094.01,ok,2.283466438,132.34883,7.7999,0
8312222,K07017.01,ok,12.823275455,136.1765764,5.32062,0
12736658,K05980.01,ok,0.855294909,131.6579596,2.89112,0
